cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
24558,63,"InChI=1S/F6Se/c1-7(2,3,4,5)6",F[Se](F)(F)(F)(F)F,F[Se](F)(F)(F)(F)F,LMDVZDMBPZVAIV-UHFFFAOYSA-N,,"-59 °F (NIOSH, 2023)"
24559,63,"InChI=1S/F6Te/c1-7(2,3,4,5)6",F[Te](F)(F)(F)(F)F,F[Te](F)(F)(F)(F)F,NNCGPRGCYAWTAF-UHFFFAOYSA-N,,"-35.7 °F (EPA, 1998)"
24560,63,InChI=1S/6FH.U/h6*1H;/q;;;;;;+6/p-6,F[U](F)(F)(F)(F)F,F[U](F)(F)(F)(F)F,SANRKQGLYCLAFE-UHFFFAOYSA-H,hexafluorouranium,64.8 °C
28127,63,"InChI=1S/F6Si.2Na/c1-7(2,3,4,5)6;;/q-2;2*+1",F[Si-2](F)(F)(F)(F)F.[Na+].[Na+],F[Si-2](F)(F)(F)(F)F.[Na+].[Na+],TWGUZEUZLCYTCG-UHFFFAOYSA-N,disodium;hexafluorosilicon(2-),Melts at red heat with decomposition.
28145,63,"InChI=1S/F6Si.2H3N/c1-7(2,3,4,5)6;;/h;2*1H3/q-2;;/p+2",[NH4+].[NH4+].F[Si-2](F)(F)(F)(F)F,[NH4+].[NH4+].F[Si-2](F)(F)(F)(F)F,ITHIMUMYFVCXSL-UHFFFAOYSA-P,diazanium;hexafluorosilicon(2-),"TWO MODIFICATIONS @ ROOM TEMP: STABLE, CUBIC PHASE; METASTABLE, TRIGONAL PHASE"
522684,63,InChI=1S/6FH.W/h6*1H;/q;;;;;;+6/p-6,F[W](F)(F)(F)(F)F,F[W](F)(F)(F)(F)F,NXHILIPIEUBEPD-UHFFFAOYSA-H,hexafluorotungsten,37 °F
16211447,63,"InChI=1S/F6P/c1-7(2,3,4,5)6/q-1/p+1",[H+].F[P-](F)(F)(F)(F)F,[H+].F[P-](F)(F)(F)(F)F,LJQLCJWAZJINEB-UHFFFAOYSA-O,hydron;hexafluorophosphate,MP: 31 °C (6H2O) /Hexahydrate/
16211460,63,InChI=1S/6ClH.2H3N.Pt/h6*1H;2*1H3;/q;;;;;;;;+4/p-4,[NH4+].[NH4+].Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl,[NH4+].[NH4+].Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl,PCCGQTHFYHJATL-UHFFFAOYSA-J,diazanium;hexachloroplatinum(2-),Decomposes @ 380 °C
16693908,63,InChI=1S/Al.6FH.3Na/h;6*1H;;;/q+3;;;;;;;3*+1/p-6,F[Al-3](F)(F)(F)(F)F.[Na+].[Na+].[Na+],F[Al-3](F)(F)(F)(F)F.[Na+].[Na+].[Na+],REHXRBDMVPYGJX-UHFFFAOYSA-H,trisodium;hexafluoroaluminum(3-),"1832 °F (NIOSH, 2023)"
21863527,63,"InChI=1S/F6Si/c1-7(2,3,4,5)6/q-2/p+2",[H+].[H+].F[Si-2](F)(F)(F)(F)F,[H+].[H+].F[Si-2](F)(F)(F)(F)F,OHORFAFFMDIQRR-UHFFFAOYSA-P,hexafluorosilicon(2-);hydron,"-4 °F (USCG, 1999)"
56828182,63,InChI=1S/6FH.2K.Zr/h6*1H;;;/q;;;;;;2*+1;+4/p-6,F[Zr-2](F)(F)(F)(F)F.[K+].[K+],F[Zr-2](F)(F)(F)(F)F.[K+].[K+],BJZIJOLEWHWTJO-UHFFFAOYSA-H,dipotassium;hexafluorozirconium(2-),"1724 °F (USCG, 1999)"
24008,62,"InChI=1S/H2O4S.Pb/c1-5(2,3)4;/h(H2,1,2,3,4);/q;+2/p-2",[O-]S(=O)(=O)[O-].[Pb+2],[O-]S(=O)(=O)[O-].[Pb+2],KEQXNNJHMWSZHK-UHFFFAOYSA-L,lead(2+);sulfate,"2138 °F (USCG, 1999)"
24083,62,"InChI=1S/Mg.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Mg+2],[O-]S(=O)(=O)[O-].[Mg+2],CSNNHWWHGAXBCP-UHFFFAOYSA-L,magnesium;sulfate,1124°C (decomposition)
24393,62,"InChI=1S/Fe.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Fe+2],[O-]S(=O)(=O)[O-].[Fe+2],BAUYGSIQEAFULO-UHFFFAOYSA-L,iron(2+);sulfate,64
24414,62,"InChI=1S/Ba.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Ba+2],[O-]S(=O)(=O)[O-].[Ba+2],TZCXTZWJZNENPQ-UHFFFAOYSA-L,barium(2+);sulfate,"2876 °F (NIOSH, 2023)"
24424,62,"InChI=1S/H2O4S.Zn/c1-5(2,3)4;/h(H2,1,2,3,4);/q;+2/p-2",[O-]S(=O)(=O)[O-].[Zn+2],[O-]S(=O)(=O)[O-].[Zn+2],NWONKYPBYAMBJT-UHFFFAOYSA-L,zinc;sulfate,"212 °F (USCG, 1999)"
24436,62,"InChI=1S/2Na.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",[O-]S(=O)(=O)[O-].[Na+].[Na+],[O-]S(=O)(=O)[O-].[Na+].[Na+],PMZURENOXWZQFD-UHFFFAOYSA-L,disodium;sulfate,884 °C
24460,62,InChI=1S/Cr.4O.Pb/q;;;2*-1;+2,[O-][Cr](=O)(=O)[O-].[Pb+2],[O-][Cr](=O)(=O)[O-].[Pb+2],MOUPNEIJQCETIW-UHFFFAOYSA-N,dioxido(dioxo)chromium;lead(2+),"1551 °F (NTP, 1992)"
24462,62,"InChI=1S/Cu.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Cu+2],[O-]S(=O)(=O)[O-].[Cu+2],ARUVKPQLZAKDPS-UHFFFAOYSA-L,copper;sulfate,590
24463,62,"InChI=1S/Cu.H2O4S.5H2O/c;1-5(2,3)4;;;;;/h;(H2,1,2,3,4);5*1H2/q+2;;;;;;/p-2",O.O.O.O.O.[O-]S(=O)(=O)[O-].[Cu+2],O.O.O.O.O.[O-]S(=O)(=O)[O-].[Cu+2],JZCCFEFSEZPSOG-UHFFFAOYSA-L,copper;sulfate;pentahydrate,"297 °F (dehydrates) (NTP, 1992)"
24464,62,InChI=1S/4O.Pb.W/q;;2*-1;+2;,[O-][W](=O)(=O)[O-].[Pb+2],[O-][W](=O)(=O)[O-].[Pb+2],NKTZYSOLHFIEMF-UHFFFAOYSA-N,dioxido(dioxo)tungsten;lead(2+),"2053.4 °F (USCG, 1999)"
24488,62,InChI=1S/Cr.2Na.4O/q;2*+1;;;2*-1,[O-][Cr](=O)(=O)[O-].[Na+].[Na+],[O-][Cr](=O)(=O)[O-].[Na+].[Na+],PXLIDIMHPNPGMH-UHFFFAOYSA-N,disodium;dioxido(dioxo)chromium,794 °C
24497,62,"InChI=1S/Ca.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Ca+2],[O-]S(=O)(=O)[O-].[Ca+2],OSGAYBCDTDRGGQ-UHFFFAOYSA-L,calcium;sulfate,"2840 °F (Decomposes) (NIOSH, 2023)"
24507,62,"InChI=1S/2K.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",[O-]S(=O)(=O)[O-].[K+].[K+],[O-]S(=O)(=O)[O-].[K+].[K+],OTYBMLCTZGSZBG-UHFFFAOYSA-L,dipotassium;sulfate,1067 °C
24568,62,"InChI=1S/Al.Na.2H2O4S.12H2O/c;;2*1-5(2,3)4;;;;;;;;;;;;/h;;2*(H2,1,2,3,4);12*1H2/q+3;+1;;;;;;;;;;;;;;/p-4",O.O.O.O.O.O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Na+].[Al+3],O.O.O.O.O.O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Na+].[Al+3],ZEMWIYASLJTEHQ-UHFFFAOYSA-J,aluminum;sodium;disulfate;dodecahydrate,ABOUT 60 °C
24580,62,"InChI=1S/Mn.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Mn+2],[O-]S(=O)(=O)[O-].[Mn+2],SQQMAOCOWKFBNP-UHFFFAOYSA-L,manganese(2+);sulfate,700 °C
24586,62,"InChI=1S/Ni.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Ni+2],[O-]S(=O)(=O)[O-].[Ni+2],LGQLOGILCSXPEA-UHFFFAOYSA-L,nickel(2+);sulfate,"1558 °F (decomposes) (NTP, 1992)"
24595,62,InChI=1S/Cr.2H3N.4O/h;2*1H3;;;;/q;;;;;2*-1/p+2,[NH4+].[NH4+].[O-][Cr](=O)(=O)[O-],[NH4+].[NH4+].[O-][Cr](=O)(=O)[O-],MFFLHUNPSHBKRG-UHFFFAOYSA-P,diazanium;dioxido(dioxo)chromium,"356 °F (USCG, 1999)"
24597,62,InChI=1S/Cr.2K.4O/q;2*+1;;;2*-1,[O-][Cr](=O)(=O)[O-].[K+].[K+],[O-][Cr](=O)(=O)[O-].[K+].[K+],XMXNVYPJWBTAHN-UHFFFAOYSA-N,dipotassium;dioxido(dioxo)chromium,975 °C
24599,62,InChI=1S/Cr.4O.Sr/q;;;2*-1;+2,[O-][Cr](=O)(=O)[O-].[Sr+2],[O-][Cr](=O)(=O)[O-].[Sr+2],NVKTUNLPFJHLCG-UHFFFAOYSA-N,strontium;dioxido(dioxo)chromium,Decomposes
24826,62,"InChI=1S/2Fe.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+3].[Fe+3],[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+3].[Fe+3],RUTXIHLAWFEWGM-UHFFFAOYSA-H,iron(3+);trisulfate,The Anhydrous form decomposes (480ºC)
24833,62,"InChI=1S/H2O4S.2Tl/c1-5(2,3)4;;/h(H2,1,2,3,4);;/q;2*+1/p-2",[O-]S(=O)(=O)[O-].[Tl+].[Tl+],[O-]S(=O)(=O)[O-].[Tl+].[Tl+],YTQVHRVITVLIRD-UHFFFAOYSA-L,thallium(1+);sulfate,"1170 °F (EPA, 1998)"
24850,62,"InChI=1S/2Al.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],DIZPMCHEQGEION-UHFFFAOYSA-H,dialuminum;trisulfate,"3.9 °F (USCG, 1999)"
24856,62,"InChI=1S/Al.K.2H2O4S/c;;2*1-5(2,3)4/h;;2*(H2,1,2,3,4)/q+3;+1;;/p-4",[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+],[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+],GRLPQNLYRHEGIJ-UHFFFAOYSA-J,aluminum;potassium;disulfate,92.5°C
24928,62,"InChI=1S/Ca.H2O4S.2H2O/c;1-5(2,3)4;;/h;(H2,1,2,3,4);2*1H2/q+2;;;/p-2",O.O.[O-]S(=O)(=O)[O-].[Ca+2],O.O.[O-]S(=O)(=O)[O-].[Ca+2],PASHVRUKOFIRIK-UHFFFAOYSA-L,calcium;sulfate;dihydrate,100-150 °C
24930,62,"InChI=1S/2Cr.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Cr+3].[Cr+3],[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Cr+3].[Cr+3],GRWVQDDAKZFPFI-UHFFFAOYSA-H,chromium(3+);trisulfate,"212 °F (USCG, 1999)"
24962,62,"InChI=1S/Cd.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Cd+2],[O-]S(=O)(=O)[O-].[Cd+2],QCUOBSQYDGUHHT-UHFFFAOYSA-L,cadmium(2+);sulfate,1000 °C
24965,62,"InChI=1S/Co.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[O-]S(=O)(=O)[O-].[Co+2],[O-]S(=O)(=O)[O-].[Co+2],KTVIXTQDYHMGHF-UHFFFAOYSA-L,cobalt(2+);sulfate,735 °C
25136,62,InChI=1S/Ba.Cr.4O/q+2;;;;2*-1,[O-][Cr](=O)(=O)[O-].[Ba+2],[O-][Cr](=O)(=O)[O-].[Ba+2],QFFVPLLCYGOFPU-UHFFFAOYSA-N,barium(2+);dioxido(dioxo)chromium,1400 °C (decomposes)
25466,62,InChI=1S/2Cr.K.H2O.8O.2Zn/h;;;1H2;;;;;;;;;;/q;;+1;;;;;;4*-1;2*+2/p-1,[OH-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[K+].[Zn+2].[Zn+2],[OH-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[K+].[Zn+2].[Zn+2],GQKCRUJOPUHISR-UHFFFAOYSA-M,potassium;dizinc;dioxido(dioxo)chromium;hydroxide,Decomposes at about 500 °C
25960,62,"InChI=1S/2Na.H2O4Se/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",[O-][Se](=O)(=O)[O-].[Na+].[Na+],[O-][Se](=O)(=O)[O-].[Na+].[Na+],MHQOTKLEMKRJIR-UHFFFAOYSA-L,disodium;selenate,"Decomposes (NTP, 1992)"
26052,62,InChI=1S/2Na.4O.W/q2*+1;;;2*-1;,[O-][W](=O)(=O)[O-].[Na+].[Na+],[O-][W](=O)(=O)[O-].[Na+].[Na+],XMVONEAAOPAGAO-UHFFFAOYSA-N,disodium;dioxido(dioxo)tungsten,698 °C
26077,62,"InChI=1S/Be.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",[Be+2].[O-]S(=O)(=O)[O-],[Be+2].[O-]S(=O)(=O)[O-],KQHXBDOEECKORE-UHFFFAOYSA-L,beryllium;sulfate,1127 °C
26089,62,InChI=1S/Cr.4O.Zn/q;;;2*-1;+2,[O-][Cr](=O)(=O)[O-].[Zn+2],[O-][Cr](=O)(=O)[O-].[Zn+2],NDKWCCLKSWNDBG-UHFFFAOYSA-N,zinc;dioxido(dioxo)chromium,316 °C
26264,62,InChI=1S/Ca.Cr.4O/q+2;;;;2*-1,[O-][Cr](=O)(=O)[O-].[Ca+2],[O-][Cr](=O)(=O)[O-].[Ca+2],RFAFBXGYHBOUMV-UHFFFAOYSA-N,calcium;dioxido(dioxo)chromium,1000 °C (decomposes)
26793,62,"InChI=1S/2H2O4S.Zr/c2*1-5(2,3)4;/h2*(H2,1,2,3,4);/q;;+4/p-4",[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Zr+4],[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Zr+4],ZXAUZSQITFJWPS-UHFFFAOYSA-J,zirconium(4+);disulfate,410 °C
32520,62,InChI=1S/5Cr.12O/q;;;2*+3;;;;;;;6*-1,[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[Cr+3].[Cr+3],[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[Cr+3].[Cr+3],ABXXWVKOBZHNNF-UHFFFAOYSA-N,chromium(3+);dioxido(dioxo)chromium,>300 °C (capillary method according to EU Method A1)
61424,62,InChI=1S/Mo.2Na.4O/q;2*+1;;;2*-1,[O-][Mo](=O)(=O)[O-].[Na+].[Na+],[O-][Mo](=O)(=O)[O-].[Na+].[Na+],TVXXNOYZHKPKGW-UHFFFAOYSA-N,disodium;dioxido(dioxo)molybdenum,687 °C
61444,62,"InChI=1S/Co.H2O4S.7H2O/c;1-5(2,3)4;;;;;;;/h;(H2,1,2,3,4);7*1H2/q+2;;;;;;;;/p-2",O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Co+2],O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Co+2],MEYVLGVRTYSQHI-UHFFFAOYSA-L,cobalt(2+);sulfate;heptahydrate,"206.2 °F (NTP, 1992)"
61561,62,"InChI=1S/Cr.H2O4S.H2O/c;1-5(2,3)4;/h;(H2,1,2,3,4);1H2/q+3;;/p-3",[OH-].[O-]S(=O)(=O)[O-].[Cr+3],[OH-].[O-]S(=O)(=O)[O-].[Cr+3],DSHWASKZZBZKOE-UHFFFAOYSA-K,chromium(3+);hydroxide;sulfate,>900 °C
62640,62,"InChI=1S/H2O4S.7H2O.Zn/c1-5(2,3)4;;;;;;;;/h(H2,1,2,3,4);7*1H2;/q;;;;;;;;+2/p-2",O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Zn+2],O.O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Zn+2],RZLVQBNCHSJZPX-UHFFFAOYSA-L,zinc;sulfate;heptahydrate,100 °C
62672,62,"InChI=1S/Be.H2O4S.4H2O/c;1-5(2,3)4;;;;/h;(H2,1,2,3,4);4*1H2/q+2;;;;;/p-2",[Be+2].O.O.O.O.[O-]S(=O)(=O)[O-],[Be+2].O.O.O.O.[O-]S(=O)(=O)[O-],DIMYTQPLZWDZFE-UHFFFAOYSA-L,beryllium;sulfate;tetrahydrate,"518 °F (NTP, 1992)"
165806,62,InChI=1S/Ca.Cr.2H2O.4O/h;;2*1H2;;;;/q+2;;;;;;2*-1,O.O.[O-][Cr](=O)(=O)[O-].[Ca+2],O.O.[O-][Cr](=O)(=O)[O-].[Ca+2],BCFSVSISUGYRMF-UHFFFAOYSA-N,calcium;dioxido(dioxo)chromium;dihydrate,"392 °F (loses 2H2O) (NTP, 1992)"
177577,62,"InChI=1S/Mn.H2O4S.H2O/c;1-5(2,3)4;/h;(H2,1,2,3,4);1H2/q+2;;/p-2",O.[O-]S(=O)(=O)[O-].[Mn+2],O.[O-]S(=O)(=O)[O-].[Mn+2],ISPYRSDWRDQNSW-UHFFFAOYSA-L,manganese(2+);sulfate;hydrate,"greater than 752 °F (NTP, 1992)"
3033839,62,"InChI=1S/2Ca.2H2O4S.H2O/c;;2*1-5(2,3)4;/h;;2*(H2,1,2,3,4);1H2/q2*+2;;;/p-4",O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ca+2].[Ca+2],O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ca+2].[Ca+2],ZOMBKNNSYQHRCA-UHFFFAOYSA-J,dicalcium;disulfate;hydrate,"325 °F (Loses H2O) (NIOSH, 2023)"
3084026,62,"InChI=1S/H2O4S.Sr/c1-5(2,3)4;/h(H2,1,2,3,4);/q;+2/p-2",[O-]S(=O)(=O)[O-].[Sr+2],[O-]S(=O)(=O)[O-].[Sr+2],UBXAKNTVXQMEAG-UHFFFAOYSA-L,strontium;sulfate,1605 °C
5284429,62,"InChI=1S/Ni.H2O4S.6H2O/c;1-5(2,3)4;;;;;;/h;(H2,1,2,3,4);6*1H2/q+2;;;;;;;/p-2",O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Ni+2],O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Ni+2],RRIWRJBSCGCBID-UHFFFAOYSA-L,nickel(2+);sulfate;hexahydrate,"127.9 °F (transition point) (NTP, 1992)"
6097028,62,"InChI=1S/2H3N.H2O4S/c;;1-5(2,3)4/h2*1H3;(H2,1,2,3,4)",[NH4+].[NH4+].[O-]S(=O)(=O)[O-],[NH4+].[NH4+].[O-]S(=O)(=O)[O-],BFNBIHQBYMNNAN-UHFFFAOYSA-N,diazanium;sulfate,280 °C (decomposes)
18541957,62,InChI=1S/Cr.Fe.4O/q;+2;;;2*-1,[O-][Cr](=O)(=O)[O-].[Fe+2],[O-][Cr](=O)(=O)[O-].[Fe+2],HATQFAUMXLAKIU-UHFFFAOYSA-N,dioxido(dioxo)chromium;iron(2+),>3400 °F
22146515,62,InChI=1S/Cr.2Na.4H2O.4O/h;;;4*1H2;;;;/q;2*+1;;;;;;;2*-1,O.O.O.O.[O-][Cr](=O)(=O)[O-].[Na+].[Na+],O.O.O.O.[O-][Cr](=O)(=O)[O-].[Na+].[Na+],AVHUVTPOXZEIRG-UHFFFAOYSA-N,disodium;dioxido(dioxo)chromium;tetrahydrate,"1458 °F (NTP, 1992)"
7766,62,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",CCOC(=O)OCC,CCOC(=O)OCC,OIFBSDVPJOWBCH-UHFFFAOYSA-N,diethyl carbonate,"-45 °F (NTP, 1992)"
2513,62,"InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)",C[As](=O)(C)O,C[As](=O)(C)O,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,dimethylarsinic acid,"383 to 385 °F (NTP, 1992)"
61681,62,"InChI=1S/F2HO2P/c1-5(2,3)4/h(H,3,4)",OP(=O)(F)F,OP(=O)(F)F,DGTVXEHQMSJRPE-UHFFFAOYSA-N,difluorophosphinic acid,"-139 °F (USCG, 1999)"
8174,62,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",CCCCCCCCCCO,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,decan-1-ol,"44 °F (USCG, 1999)"
8916,62,"InChI=1S/C10H23N/c1-2-3-4-5-6-7-8-9-10-11/h2-11H2,1H3",CCCCCCCCCCN,CCCCCCCCCCN,MHZGKXUYDGKKIU-UHFFFAOYSA-N,decan-1-amine,17 °C
8917,62,"InChI=1S/C10H22S/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",CCCCCCCCCCS,CCCCCCCCCCS,VTXVGVNLYGSIAR-UHFFFAOYSA-N,decane-1-thiol,"-15 °F (NIOSH, 2023)"
11254,62,"InChI=1S/C4H6O2/c1-3(5-1)4-2-6-4/h3-4H,1-2H2",C1C(O1)C2CO2,C1C(O1)C2CO2,ZFIVKAOQEXOYFY-UHFFFAOYSA-N,2-(oxiran-2-yl)oxirane,"39 °F (NTP, 1992)"
61177,62,"InChI=1S/C7H14O2/c1-2-3-4-5-6-9-7-8/h7H,2-6H2,1H3",CCCCCCOC=O,CCCCCCOC=O,OUGPMNMLWKSBRI-UHFFFAOYSA-N,hexyl formate,-62.6 °C
91595,62,"InChI=1S/C4H6O2/c1-3(5-1)4-2-6-4/h3-4H,1-2H2/t3-,4-/m0/s1",C1[C@H](O1)[C@@H]2CO2,C1C(O1)C2CO2,ZFIVKAOQEXOYFY-IMJSIDKUSA-N,(2S)-2-[(2S)-oxiran-2-yl]oxirane,"39 °F (NTP, 1992)"
92270,62,"InChI=1S/C4H6O2/c1-3(5-1)4-2-6-4/h3-4H,1-2H2/t3-,4-/m1/s1",C1[C@@H](O1)[C@H]2CO2,C1C(O1)C2CO2,ZFIVKAOQEXOYFY-QWWZWVQMSA-N,(2R)-2-[(2R)-oxiran-2-yl]oxirane,"39 °F (NTP, 1992)"
233706,62,"InChI=1S/C4H6O2/c1-3(5-1)4-2-6-4/h3-4H,1-2H2/t3-,4+",C1[C@@H](O1)[C@@H]2CO2,C1C(O1)C2CO2,ZFIVKAOQEXOYFY-ZXZARUISSA-N,(2S)-2-[(2R)-oxiran-2-yl]oxirane,"39 °F (NTP, 1992)"
516881,62,"InChI=1S/AsH3O4.K/c2-1(3,4)5;/h(H3,2,3,4,5);/q;+1/p-1",O[As](=O)(O)[O-].[K+],O[As](=O)(O)[O-].[K+],GVPLVOGUVQAPNJ-UHFFFAOYSA-M,potassium;dihydrogen arsorate,"550 °F (USCG, 1999)"
516951,62,"InChI=1S/K.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+1;/p-1",OP(=O)(O)[O-].[K+],OP(=O)(O)[O-].[K+],GNSKLFRGEWLPPA-UHFFFAOYSA-M,potassium;dihydrogen phosphate,253 °C
23672064,62,"InChI=1S/Na.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+1;/p-1",OP(=O)(O)[O-].[Na+],OP(=O)(O)[O-].[Na+],AJPJDKMHJJGVTQ-UHFFFAOYSA-M,sodium;dihydrogen phosphate,Decomposes at 75
23677060,62,"InChI=1S/AsH3O4.Na/c2-1(3,4)5;/h(H3,2,3,4,5);/q;+1/p-1",O[As](=O)(O)[O-].[Na+],O[As](=O)(O)[O-].[Na+],XCVRTGQHVBWRJB-UHFFFAOYSA-M,sodium;dihydrogen arsorate,"187 °F (NTP, 1992)"
602,62,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)",CC(C(=O)O)N,CC(C(=O)O)N,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,2-aminopropanoic acid,300dec °C
5950,62,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",C[C@@H](C(=O)O)N,CC(C(=O)O)N,QNAYBMKLOCPYGJ-REOHCLBHSA-N,(2S)-2-aminopropanoic acid,300dec °C
6598,62,InChI=1S/C3H6ClNO/c1-5(2)3(4)6/h1-2H3,CN(C)C(=O)Cl,CN(C)C(=O)Cl,YIIMEMSDCNDGTB-UHFFFAOYSA-N,"N,N-dimethylcarbamoyl chloride","-27 °F (NTP, 1992)"
11734,62,"InChI=1S/C3H5ClO2/c1-2(4)3(5)6/h2H,1H3,(H,5,6)",CC(C(=O)O)Cl,CC(C(=O)O)Cl,GAWAYYRQGQZKCR-UHFFFAOYSA-N,2-chloropropanoic acid,-12.1 °C
14802,62,InChI=1S/Mo.3O,O=[Mo](=O)=O,O=[Mo](=O)=O,JKQOBWVOAYFWKG-UHFFFAOYSA-N,trioxomolybdenum,"1463 °F (NTP, 1992)"
14811,62,InChI=1S/3O.W,O=[W](=O)=O,O=[W](=O)=O,ZNOKGRXACCSDPY-UHFFFAOYSA-N,trioxotungsten,1472 °C
14915,62,InChI=1S/Cr.3O,O=[Cr](=O)=O,O=[Cr](=O)=O,WGLPBDUCMAPZCE-UHFFFAOYSA-N,trioxochromium,"385 °F (NTP, 1992)"
24682,62,InChI=1S/O3S/c1-4(2)3,O=S(=O)=O,O=S(=O)=O,AKEJUJNQAAGONA-UHFFFAOYSA-N,sulfur trioxide,"144 °F Alpha form; 90.5 °F Beta form; 62.2 °F Gamma form (EPA, 1998)"
62326,62,"InChI=1S/C3H6O2S/c1-2(6)3(4)5/h2,6H,1H3,(H,4,5)",CC(C(=O)O)S,CC(C(=O)O)S,PMNLUUOXGOOLSP-UHFFFAOYSA-N,2-sulfanylpropanoic acid,12 °C
71080,62,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",C[C@H](C(=O)O)N,CC(C(=O)O)N,QNAYBMKLOCPYGJ-UWTATZPHSA-N,(2R)-2-aminopropanoic acid,292°C
